球隊,球員,平均正負值
Phoenix Suns,Devin Booker,-2.7972972972972974
Phoenix Suns,Kevin Durant,-0.6129032258064516
Phoenix Suns,Bradley Beal,-5.865384615384615
Phoenix Suns,Grayson Allen,-1.3387096774193548
Phoenix Suns,Mason Plumlee,0.7361111111111112
