球隊,球員,平均正負值
Brooklyn Nets,D'Angelo Russell,-1.6206896551724137
Brooklyn Nets,Nic Claxton,-6.882352941176471
Brooklyn Nets,Cameron Johnson,-3.508771929824561
Brooklyn Nets,Ziaire Williams,-4.919354838709677
Brooklyn Nets,Keon Johnson,-5.092105263157895
