球隊,球員,平均正負值
Detroit Pistons,Cade Cunningham,2.4411764705882355
Detroit Pistons,Tim Hardaway Jr.,0.35135135135135137
Detroit Pistons,Tobias Harris,3.0285714285714285
Detroit Pistons,Ausar Thompson,1.1403508771929824
Detroit Pistons,Jalen Duren,0.6
