球隊,球員,平均正負值
Miami Heat,Andrew Wiggins,-4.470588235294118
Miami Heat,Bam Adebayo,-0.24675324675324675
Miami Heat,Tyler Herro,0.6973684210526315
Miami Heat,Davion Mitchell,2.032258064516129
Miami Heat,Kel'el Ware,0.3225806451612903
