球隊,球員,平均正負值
Memphis Grizzlies,Ja Morant,5.041666666666667
Memphis Grizzlies,Desmond Bane,2.5074626865671643
Memphis Grizzlies,Jaren Jackson Jr.,4.972222222222222
Memphis Grizzlies,Zach Edey,2.578125
Memphis Grizzlies,Scotty Pippen Jr.,0.8181818181818182
