球隊,球員,平均正負值
Houston Rockets,Amen Thompson,4.161764705882353
Houston Rockets,Jalen Green,2.4
Houston Rockets,Fred VanVleet,4.813559322033898
Houston Rockets,Dillon Brooks,3.027027027027027
Houston Rockets,Alperen Sengun,5.573333333333333
