球隊,球員,平均正負值
Minnesota Timberwolves,Anthony Edwards,3.1578947368421053
Minnesota Timberwolves,Rudy Gobert,4.173913043478261
Minnesota Timberwolves,Julius Randle,1.8181818181818181
Minnesota Timberwolves,Jaden McDaniels,1.9240506329113924
Minnesota Timberwolves,Donte DiVincenzo,2.5762711864406778
