球隊,球員,平均正負值
Atlanta Hawks,Clint Capela,-1.4363636363636363
Atlanta Hawks,Trae Young,0.05405405405405406
Atlanta Hawks,Jalen Johnson,1.5277777777777777
Atlanta Hawks,Dyson Daniels,-1.2972972972972974
Atlanta Hawks,Zaccharie Risacher,-2.0833333333333335
