球隊,球員,平均正負值
Cleveland Cavaliers,Donovan Mitchell,7.352112676056338
Cleveland Cavaliers,Darius Garland,6.45945945945946
Cleveland Cavaliers,Jarrett Allen,6.253164556962025
Cleveland Cavaliers,Max Strus,4.591836734693878
Cleveland Cavaliers,Evan Mobley,7.871428571428571
