球隊,球員,平均正負值
Boston Celtics,Jrue Holiday,5.278688524590164
Boston Celtics,Derrick White,7.0
Boston Celtics,Jaylen Brown,6.380952380952381
Boston Celtics,Jayson Tatum,7.197183098591549
Boston Celtics,Kristaps Porziņģis,4.2926829268292686
