球隊,球員,平均正負值
Portland Trail Blazers,Scoot Henderson,-0.5757575757575758
Portland Trail Blazers,Anfernee Simons,-3.142857142857143
Portland Trail Blazers,Deandre Ayton,-4.05
Portland Trail Blazers,Deni Avdija,-1.0833333333333333
Portland Trail Blazers,Jerami Grant,-4.297872340425532
