球隊,球員,平均正負值
Oklahoma City Thunder,Shai Gilgeous-Alexander,12.078947368421053
Oklahoma City Thunder,Jalen Williams,6.608695652173913
Oklahoma City Thunder,Chet Holmgren,9.1875
Oklahoma City Thunder,Isaiah Hartenstein,7.315789473684211
Oklahoma City Thunder,Luguentz Dort,7.704225352112676
