球隊,球員,平均正負值
San Antonio Spurs,Victor Wembanyama,2.217391304347826
San Antonio Spurs,De'Aaron Fox,-5.4
San Antonio Spurs,Stephon Castle,-2.911392405063291
San Antonio Spurs,Jeremy Sochan,-1.6296296296296295
San Antonio Spurs,Harrison Barnes,-0.375
