球隊,球員,平均正負值
New York Knicks,Jalen Brunson,2.5873015873015874
New York Knicks,Mikal Bridges,4.544303797468355
New York Knicks,Josh Hart,2.8815789473684212
New York Knicks,OG Anunoby,4.1506849315068495
New York Knicks,Karl-Anthony Towns,5.394366197183099
