球隊,球員,平均正負值
Los Angeles Lakers,LeBron James,-0.855072463768116
Los Angeles Lakers,Austin Reaves,2.4722222222222223
Los Angeles Lakers,Luka Dončić,5.962962962962963
Los Angeles Lakers,Rui Hachimura,2.4655172413793105
Los Angeles Lakers,Jaxson Hayes,1.5636363636363637
