球隊,球員,平均正負值
Toronto Raptors,RJ Barrett,-2.396551724137931
Toronto Raptors,Jakob Poeltl,-0.6491228070175439
Toronto Raptors,Ochai Agbaji,-3.1774193548387095
Toronto Raptors,Scottie Barnes,-1.7619047619047619
Toronto Raptors,Gradey Dick,-3.888888888888889
