球隊,球員,平均正負值
Los Angeles Clippers,James Harden,4.363636363636363
Los Angeles Clippers,Kawhi Leonard,7.828571428571428
Los Angeles Clippers,Norman Powell,5.775862068965517
Los Angeles Clippers,Ivica Zubac,6.294871794871795
Los Angeles Clippers,Bogdan Bogdanović,5.642857142857143
